Type,Final Price,Unit Price,Flooring,Parking Space
"
2                                            ",720,14.7,31.22,"
0                                            "
"
2                                            ",3700,35.5,79.44,"
0                                            "
"
2                                            ",6000,38.5,54.45,"
0                                            "
"
2                                            ",1070,23.7,27.24,"
0                                            "
"
3                                            ",1750,29.7,29.66,"
0                                            "
"
2                                            ",1180,18.2,28.46,"
0                                            "
"
2                                            ",750,32.8,12.61,"
0                                            "
"
2                                            ",1355,20.2,37.04,"
0                                            "
"
2                                            ",460,13.0,50.84,"
0                                            "
"
2                                            ",450,9.8,49.22,"
0                                            "
"
2                                            ",1600,19.9,29.68,"
0                                            "
"
2                                            ",905,16.8,27.94,"
0                                            "
"
2                                            ",380,7.1,25.04,"
0                                            "
"
2                                            ",628,12.1,30.86,"
0                                            "
"
2                                            ",635,12.3,34.18,"
0                                            "
"
3                                            ",158,15.6,1.76,"
0                                            "
"
2                                            ",280,8.7,19.97,"
0                                            "
"
2                                            ",930,16.2,30.21,"
0                                            "
"
2                                            ",1700,19.8,39.45,"
0                                            "
"
3                                            ",585,10.8,29.57,"
0                                            "
"
2                                            ",850,14.3,48.02,"
0                                            "
"
1                                            ",135,6.3,4.46,"
0                                            "
"
0                                            ",190,6.2,12.05,"
0                                            "
"
2                                            ",706,12.9,25.11,"
0                                            "
"
2                                            ",1600,19.9,28.62,"
0                                            "
"
2                                            ",320,12.4,20.57,"
0                                            "
"
3                                            ",590,10.7,29.90,"
0                                            "
"
1                                            ",120,5.4,4.84,"
0                                            "
"
3                                            ",980,44.0,27.58,"
0                                            "
"
2                                            ",620,12.5,31.16,"
0                                            "
"
2                                            ",1750,21.6,38.08,"
0                                            "
"
2                                            ",550,17.9,23.79,"
0                                            "
"
2                                            ",1420,20.1,34.57,"
0                                            "
"
1                                            ",35,2.6,2.80,"
0                                            "
"
2                                            ",406,11.4,28.87,"
0                                            "
"
2                                            ",256,14.0,20.69,"
0                                            "
"
2                                            ",590,11.8,29.84,"
1                                            "
"
2                                            ",400,7.4,26.92,"
0                                            "
"
2                                            ",590,11.8,29.94,"
1                                            "
"
2                                            ",255,14.0,20.68,"
0                                            "
"
2                                            ",1750,22.2,36.39,"
0                                            "
"
2                                            ",998,12.6,36.43,"
0                                            "
"
2                                            ",1700,19.6,40.74,"
0                                            "
"
2                                            ",1658,24.0,32.01,"
0                                            "
"
2                                            ",500,15.5,22.65,"
0                                            "
"
2                                            ",600,11.9,30.55,"
1                                            "
"
2                                            ",1230,19.4,28.38,"
0                                            "
"
2                                            ",580,15.1,18.45,"
0                                            "
"
2                                            ",2400,26.3,43.56,"
0                                            "
"
3                                            ",1450,19.6,30.90,"
0                                            "
"
2                                            ",468,17.7,20.93,"
0                                            "
"
2                                            ",250,5.4,22.03,"
0                                            "
"
2                                            ",1320,19.3,33.24,"
0                                            "
"
2                                            ",550,12.6,0.00,"
0                                            "
"
2                                            ",610,16.4,27.26,"
0                                            "
"
2                                            ",250,5.8,24.20,"
0                                            "
"
2                                            ",535,18.1,22.81,"
0                                            "
"
2                                            ",380,7.8,24.52,"
0                                            "
"
2                                            ",420,13.0,27.76,"
0                                            "
"
2                                            ",716,13.3,25.43,"
0                                            "
"
2                                            ",1300,22.1,27.73,"
0                                            "
"
2                                            ",1012,19.4,24.21,"
0                                            "
"
2                                            ",700,14.4,24.58,"
0                                            "
"
2                                            ",688,13.2,24.11,"
0                                            "
"
2                                            ",580,10.6,24.67,"
0                                            "
"
2                                            ",1120,16.9,25.62,"
0                                            "
"
2                                            ",860,13.9,32.49,"
0                                            "
"
2                                            ",1150,21.7,22.50,"
0                                            "
"
2                                            ",610,11.3,22.44,"
0                                            "
"
0                                            ",415,14.0,8.15,"
0                                            "
"
0                                            ",435,8.0,16.03,"
0                                            "
"
2                                            ",1120,16.9,25.32,"
0                                            "
"
2                                            ",289,8.8,24.12,"
0                                            "
"
2                                            ",272,6.1,39.68,"
0                                            "
"
2                                            ",960,18.5,21.91,"
0                                            "
"
2                                            ",1700,19.8,39.24,"
0                                            "
"
2                                            ",800,9.5,43.28,"
0                                            "
"
2                                            ",270,6.1,25.71,"
0                                            "
"
0                                            ",135,11.9,2.20,"
0                                            "
"
2                                            ",680,13.7,24.56,"
0                                            "
"
2                                            ",460,7.5,54.15,"
0                                            "
"
2                                            ",250,5.3,23.29,"
0                                            "
"
2                                            ",500,31.9,30.07,"
0                                            "
"
2                                            ",812,17.1,29.37,"
0                                            "
"
2                                            ",700,14.0,25.49,"
0                                            "
"
2                                            ",450,12.6,34.18,"
0                                            "
"
2                                            ",700,14.4,24.58,"
0                                            "
"
2                                            ",1150,17.5,57.41,"
0                                            "
"
2                                            ",400,11.8,27.56,"
0                                            "
"
2                                            ",220,10.3,8.05,"
0                                            "
"
2                                            ",1050,19.9,26.17,"
0                                            "
"
2                                            ",710,15.2,23.60,"
0                                            "
"
2                                            ",650,18.2,26.32,"
0                                            "
"
2                                            ",280,6.2,32.97,"
0                                            "
"
2                                            ",195,8.1,23.11,"
0                                            "
"
2                                            ",450,17.6,23.02,"
0                                            "
"
2                                            ",34,1.5,55.06,"
0                                            "
"
2                                            ",920,16.7,20.33,"
0                                            "
"
2                                            ",1418,20.5,27.23,"
0                                            "
"
2                                            ",1100,24.8,22.08,"
0                                            "
"
2                                            ",1210,22.8,22.50,"
0                                            "
"
2                                            ",910,16.5,20.33,"
0                                            "
"
2                                            ",728,10.7,43.81,"
0                                            "
"
2                                            ",1850,23.6,65.78,"
0                                            "
"
1                                            ",72,2.8,6.00,"
0                                            "
"
2                                            ",835,13.0,28.66,"
0                                            "
"
2                                            ",1410,20.0,34.57,"
0                                            "
"
2                                            ",360,10.9,29.11,"
0                                            "
"
1                                            ",198,6.6,5.67,"
1                                            "
"
2                                            ",650,10.1,35.39,"
0                                            "
"
2                                            ",1000,15.1,31.46,"
0                                            "
"
2                                            ",580,9.2,32.96,"
0                                            "
"
2                                            ",820,17.4,21.78,"
0                                            "
"
2                                            ",1200,26.3,71.84,"
0                                            "
"
2                                            ",330,7.5,56.70,"
0                                            "
"
2                                            ",400,6.6,29.95,"
0                                            "
"
2                                            ",537,16.3,25.01,"
0                                            "
"
2                                            ",368,11.6,25.41,"
0                                            "
"
2                                            ",900,13.8,26.38,"
0                                            "
"
2                                            ",1027,19.4,22.60,"
0                                            "
"
3                                            ",980,22.2,25.62,"
0                                            "
"
2                                            ",1140,21.1,22.95,"
0                                            "
"
2                                            ",688,14.1,62.71,"
0                                            "
"
2                                            ",550,9.4,87.63,"
0                                            "
"
2                                            ",635,12.1,42.13,"
0                                            "
"
2                                            ",200,3.5,29.13,"
0                                            "
"
3                                            ",2920,23.2,146.77,"
0                                            "
"
2                                            ",185,6.6,21.18,"
0                                            "
"
2                                            ",230,14.0,12.91,"
0                                            "
"
2                                            ",575,11.4,32.03,"
0                                            "
"
2                                            ",766,14.9,27.09,"
0                                            "
"
1                                            ",195,16.4,1.09,"
0                                            "
"
0                                            ",520,15.9,9.35,"
0                                            "
"
2                                            ",890,23.8,13.69,"
0                                            "
"
2                                            ",425,31.7,16.34,"
0                                            "
"
2                                            ",425,17.8,17.55,"
0                                            "
"
2                                            ",1050,17.6,21.00,"
1                                            "
"
2                                            ",390,14.0,23.14,"
0                                            "
"
2                                            ",438,14.0,30.87,"
0                                            "
"
0                                            ",161,9.9,19.18,"
1                                            "
"
1                                            ",130,12.0,0.92,"
0                                            "
"
1                                            ",105,9.4,1.51,"
0                                            "
"
1                                            ",137,11.1,1.96,"
0                                            "
"
0                                            ",268,9.8,7.52,"
0                                            "
"
1                                            ",135,12.8,1.53,"
0                                            "
"
2                                            ",1388,22.2,24.35,"
1                                            "
"
2                                            ",1150,19.8,31.01,"
1                                            "
"
2                                            ",568,16.1,19.36,"
0                                            "
"
2                                            ",820,34.3,19.66,"
1                                            "
"
2                                            ",2028,23.3,23.90,"
0                                            "
"
2                                            ",1450,21.1,29.93,"
1                                            "
"
2                                            ",520,17.4,16.94,"
0                                            "
"
2                                            ",2080,24.2,44.17,"
0                                            "
"
2                                            ",930,15.4,22.06,"
0                                            "
"
3                                            ",665,20.3,11.68,"
1                                            "
"
2                                            ",2500,37.8,26.36,"
0                                            "
"
2                                            ",990,20.2,23.29,"
0                                            "
"
2                                            ",620,30.1,20.87,"
0                                            "
"
2                                            ",2500,31.6,32.80,"
1                                            "
"
3                                            ",1735,23.4,26.62,"
0                                            "
"
2                                            ",1660,19.4,34.29,"
1                                            "
"
2                                            ",250,9.3,22.99,"
0                                            "
"
1                                            ",158,15.2,0.79,"
0                                            "
"
2                                            ",2000,17.2,52.35,"
1                                            "
"
0                                            ",320,11.3,10.21,"
0                                            "
"
0                                            ",290,11.0,6.93,"
0                                            "
"
0                                            ",435,12.5,9.43,"
0                                            "
"
2                                            ",1050,15.4,38.22,"
1                                            "
"
0                                            ",235,9.0,15.38,"
0                                            "
"
2                                            ",630,14.2,23.97,"
0                                            "
"
0                                            ",190,6.7,13.03,"
0                                            "
"
2                                            ",1600,24.5,26.32,"
1                                            "
"
1                                            ",250,13.7,3.78,"
0                                            "
"
2                                            ",1300,19.0,63.04,"
0                                            "
"
2                                            ",1100,23.0,23.90,"
1                                            "
"
2                                            ",1250,27.2,25.55,"
0                                            "
"
2                                            ",1280,17.7,26.46,"
1                                            "
"
3                                            ",720,16.0,7.86,"
0                                            "
"
2                                            ",1250,31.3,40.72,"
1                                            "
"
2                                            ",1715,27.4,45.73,"
0                                            "
"
2                                            ",1450,19.1,24.50,"
0                                            "
"
2                                            ",1570,16.4,30.48,"
0                                            "
"
2                                            ",588,19.1,21.87,"
0                                            "
"
2                                            ",1180,15.9,30.01,"
1                                            "
"
2                                            ",690,16.4,26.62,"
1                                            "
"
0                                            ",250,10.8,13.99,"
0                                            "
"
2                                            ",1450,20.3,18.46,"
0                                            "
"
2                                            ",385,9.1,23.26,"
0                                            "
"
2                                            ",1280,18.6,25.41,"
0                                            "
"
2                                            ",850,13.8,29.51,"
1                                            "
"
2                                            ",1180,21.8,35.74,"
0                                            "
"
2                                            ",700,13.2,26.02,"
0                                            "
"
2                                            ",530,11.3,35.84,"
1                                            "
"
2                                            ",580,11.6,36.53,"
0                                            "
"
2                                            ",450,8.6,27.23,"
1                                            "
"
2                                            ",230,5.9,32.56,"
0                                            "
"
2                                            ",390,27.3,25.97,"
0                                            "
"
2                                            ",975,16.0,28.13,"
0                                            "
"
2                                            ",608,11.3,19.65,"
1                                            "
"
2                                            ",800,9.0,63.73,"
0                                            "
"
0                                            ",130,4.4,12.59,"
0                                            "
"
2                                            ",980,15.4,28.02,"
0                                            "
"
2                                            ",1340,18.6,33.28,"
1                                            "
"
2                                            ",520,22.6,16.91,"
0                                            "
"
2                                            ",703,13.4,24.27,"
0                                            "
"
2                                            ",265,8.6,34.79,"
0                                            "
"
2                                            ",800,13.3,26.04,"
1                                            "
"
2                                            ",968,18.4,23.29,"
0                                            "
"
2                                            ",535,8.5,17.00,"
0                                            "
"
2                                            ",1300,23.9,26.62,"
1                                            "
"
1                                            ",230,14.4,2.29,"
0                                            "
"
2                                            ",1380,20.1,34.49,"
0                                            "
"
0                                            ",420,12.0,9.31,"
0                                            "
"
0                                            ",92,3.7,5.83,"
0                                            "
"
2                                            ",710,12.0,33.69,"
0                                            "
"
2                                            ",460,8.2,30.13,"
0                                            "
"
2                                            ",230,5.5,23.07,"
0                                            "
"
2                                            ",331,6.5,30.82,"
0                                            "
"
2                                            ",440,7.4,28.13,"
0                                            "
"
2                                            ",281,5.6,25.93,"
0                                            "
"
2                                            ",200,4.8,54.75,"
0                                            "
"
2                                            ",265,8.6,34.79,"
0                                            "
"
2                                            ",685,11.1,34.09,"
0                                            "
"
2                                            ",435,46.5,9.38,"
0                                            "
"
1                                            ",72,11.8,1.41,"
0                                            "
"
2                                            ",2330,40.0,58.40,"
0                                            "
"
2                                            ",650,21.3,20.77,"
0                                            "
"
2                                            ",2250,25.7,26.40,"
0                                            "
"
2                                            ",120,4.7,11.86,"
0                                            "
"
1                                            ",165,11.9,1.20,"
0                                            "
"
1                                            ",133,12.4,1.02,"
0                                            "
"
0                                            ",528,13.0,12.68,"
0                                            "
"
1                                            ",1500,10.6,15.51,"
1                                            "
"
1                                            ",70,10.6,1.65,"
0                                            "
"
2                                            ",655,12.9,22.10,"
0                                            "
"
1                                            ",70,10.8,1.62,"
0                                            "
"
1                                            ",63,10.8,1.16,"
0                                            "
"
1                                            ",115,14.4,0.99,"
0                                            "
"
1                                            ",115,14.6,0.98,"
0                                            "
"
2                                            ",1750,26.4,23.23,"
0                                            "
"
2                                            ",560,6.9,38.01,"
0                                            "
"
1                                            ",115,11.8,0.82,"
0                                            "
"
2                                            ",268,10.3,18.36,"
0                                            "
"
2                                            ",2070,24.9,31.47,"
0                                            "
"
1                                            ",77,11.3,2.41,"
0                                            "
"
1                                            ",110,6.7,3.36,"
0                                            "
"
2                                            ",1200,22.8,40.84,"
0                                            "
"
2                                            ",657,11.5,26.17,"
0                                            "
"
2                                            ",2700,26.6,37.60,"
0                                            "
"
2                                            ",828,12.1,32.96,"
0                                            "
"
1                                            ",103,8.9,2.41,"
0                                            "
"
1                                            ",105,10.1,2.20,"
0                                            "
"
2                                            ",720,13.7,23.98,"
0                                            "
"
2                                            ",360,11.8,43.34,"
0                                            "
"
3                                            ",1600,57.7,17.33,"
0                                            "
"
1                                            ",94,12.7,1.25,"
0                                            "
"
2                                            ",1130,17.3,30.02,"
0                                            "
"
2                                            ",1214,82.5,50.61,"
0                                            "
"
1                                            ",128,15.1,0.88,"
0                                            "
"
2                                            ",600,16.1,29.65,"
0                                            "
"
3                                            ",1500,56.1,16.37,"
0                                            "
"
1                                            ",114,11.1,2.17,"
0                                            "
"
1                                            ",200,11.7,1.10,"
1                                            "
"
2                                            ",1250,21.1,18.89,"
0                                            "
"
2                                            ",423,5.6,36.63,"
0                                            "
"
0                                            ",425,12.9,9.85,"
0                                            "
"
3                                            ",1380,64.5,21.21,"
0                                            "
"
0                                            ",45,3.8,2.63,"
0                                            "
"
2                                            ",1358,27.0,35.09,"
0                                            "
"
3                                            ",780,11.2,22.15,"
0                                            "
"
3                                            ",890,22.5,13.69,"
0                                            "
"
2                                            ",680,16.3,20.89,"
0                                            "
"
2                                            ",1200,54.9,10.19,"
0                                            "
"
2                                            ",2310,30.8,65.95,"
0                                            "
"
1                                            ",286,14.9,1.61,"
0                                            "
"
3                                            ",5,5.1,0.17,"
0                                            "
"
0                                            ",26,2.4,2.47,"
0                                            "
"
2                                            ",1350,20.6,24.60,"
0                                            "
"
2                                            ",270,9.6,0.00,"
0                                            "
"
2                                            ",520,20.0,16.26,"
0                                            "
"
2                                            ",491,16.2,18.13,"
0                                            "
"
2                                            ",450,22.5,10.60,"
0                                            "
"
2                                            ",1390,21.4,24.51,"
0                                            "
"
0                                            ",338,9.0,9.11,"
0                                            "
"
1                                            ",200,9.3,2.20,"
0                                            "
"
3                                            ",501,20.2,16.71,"
0                                            "
"
2                                            ",628,18.5,27.72,"
0                                            "
"
3                                            ",580,48.9,13.31,"
0                                            "
"
2                                            ",2700,15.6,51.20,"
0                                            "
"
2                                            ",1450,22.1,30.25,"
0                                            "
"
2                                            ",1450,22.1,30.25,"
0                                            "
"
2                                            ",1450,22.1,30.25,"
0                                            "
"
2                                            ",1450,21.5,31.47,"
0                                            "
"
1                                            ",45,10.5,1.52,"
0                                            "
"
1                                            ",45,10.5,1.52,"
0                                            "
"
2                                            ",800,16.5,18.60,"
0                                            "
"
1                                            ",89,10.5,3.02,"
0                                            "
"
2                                            ",1280,18.0,27.96,"
0                                            "
"
2                                            ",780,14.0,36.09,"
0                                            "
"
2                                            ",700,20.4,15.85,"
0                                            "
"
1                                            ",47,11.3,1.46,"
0                                            "
"
2                                            ",1295,18.3,25.62,"
0                                            "
"
2                                            ",300,8.7,27.86,"
0                                            "
"
2                                            ",950,19.7,29.44,"
0                                            "
"
2                                            ",1270,18.3,33.37,"
0                                            "
"
2                                            ",1260,17.4,36.09,"
0                                            "
"
2                                            ",870,16.4,26.21,"
0                                            "
"
2                                            ",1050,17.6,21.71,"
0                                            "
"
2                                            ",980,17.7,23.13,"
0                                            "
"
2                                            ",2968,26.7,75.34,"
0                                            "
"
2                                            ",1030,18.9,24.73,"
0                                            "
"
2                                            ",1900,19.8,43.86,"
0                                            "
"
2                                            ",965,16.7,26.03,"
0                                            "
"
2                                            ",1110,19.9,25.94,"
0                                            "
"
2                                            ",800,11.6,26.04,"
0                                            "
"
2                                            ",1160,19.3,29.39,"
0                                            "
"
2                                            ",1858,22.8,31.61,"
0                                            "
"
2                                            ",930,19.3,29.44,"
0                                            "
"
1                                            ",50,11.7,1.52,"
0                                            "
"
2                                            ",290,9.4,22.91,"
0                                            "
"
2                                            ",1120,20.6,27.77,"
0                                            "
"
2                                            ",1600,18.7,65.88,"
0                                            "
"
2                                            ",1242,17.7,25.62,"
0                                            "
"
2                                            ",588,11.8,32.87,"
0                                            "
"
2                                            ",680,12.9,27.17,"
0                                            "
"
2                                            ",1340,18.6,33.28,"
0                                            "
"
2                                            ",160,9.0,9.84,"
0                                            "
"
2                                            ",1258,17.5,26.05,"
0                                            "
"
2                                            ",1778,19.9,31.99,"
0                                            "
"
2                                            ",1008,18.3,24.38,"
0                                            "
"
2                                            ",1230,14.6,27.91,"
0                                            "
"
2                                            ",325,13.9,23.94,"
0                                            "
"
2                                            ",2500,21.9,42.65,"
0                                            "
"
2                                            ",1321,19.7,31.16,"
0                                            "
"
2                                            ",2480,21.7,42.65,"
0                                            "
"
2                                            ",1270,17.9,25.62,"
0                                            "
"
2                                            ",800,15.2,27.55,"
0                                            "
"
2                                            ",610,13.2,36.26,"
0                                            "
"
2                                            ",1900,22.1,48.53,"
0                                            "
"
0                                            ",900,6.9,76.91,"
0                                            "
"
2                                            ",695,13.2,28.30,"
0                                            "
"
2                                            ",2500,21.8,42.65,"
0                                            "
"
2                                            ",2650,23.2,42.65,"
0                                            "
"
3                                            ",568,35.0,7.14,"
0                                            "
"
2                                            ",1930,22.6,32.81,"
0                                            "
"
2                                            ",680,13.1,26.04,"
0                                            "
"
2                                            ",680,12.9,26.42,"
0                                            "
"
0                                            ",85,6.7,10.25,"
0                                            "
"
1                                            ",442,24.5,3.35,"
0                                            "
"
3                                            ",1246,12.2,28.04,"
1                                            "
"
0                                            ",161,9.9,19.18,"
0                                            "
"
2                                            ",460,6.4,27.46,"
0                                            "
"
2                                            ",420,6.3,38.15,"
0                                            "
"
1                                            ",74,7.6,1.81,"
0                                            "
"
1                                            ",170,17.0,0.97,"
0                                            "
"
2                                            ",930,5.7,64.89,"
0                                            "
"
2                                            ",620,20.0,25.11,"
0                                            "
"
1                                            ",145,15.5,0.93,"
0                                            "
"
0                                            ",398,11.8,15.73,"
0                                            "
"
1                                            ",97,13.8,1.69,"
0                                            "
"
2                                            ",820,14.1,19.97,"
0                                            "
"
1                                            ",178,16.9,1.53,"
0                                            "
"
2                                            ",226,15.3,12.50,"
0                                            "
"
2                                            ",1160,19.4,26.78,"
0                                            "
"
2                                            ",1000,7.1,0.00,"
0                                            "
"
3                                            ",850,17.5,24.58,"
0                                            "
"
1                                            ",85,14.0,1.49,"
0                                            "
"
2                                            ",1490,24.9,30.56,"
0                                            "
"
2                                            ",440,11.7,0.00,"
0                                            "
"
1                                            ",210,10.5,2.16,"
1                                            "
"
2                                            ",1100,7.5,35.84,"
0                                            "
"
1                                            ",170,17.0,0.97,"
0                                            "
"
1                                            ",186,18.6,0.97,"
0                                            "
"
2                                            ",560,12.7,23.29,"
0                                            "
"
2                                            ",290,7.8,26.40,"
0                                            "
"
2                                            ",48,14.2,1.61,"
0                                            "
"
0                                            ",100,3.0,6.41,"
0                                            "
"
2                                            ",180,10.3,29.95,"
0                                            "
"
2                                            ",1238,22.8,22.69,"
0                                            "
"
0                                            ",270,8.5,8.65,"
0                                            "
"
2                                            ",1550,14.6,27.09,"
0                                            "
"
1                                            ",94,11.1,1.36,"
0                                            "
"
2                                            ",70,6.9,6.71,"
0                                            "
"
2                                            ",1250,21.1,31.25,"
0                                            "
"
2                                            ",1500,23.7,27.72,"
0                                            "
"
2                                            ",650,12.3,42.35,"
0                                            "
"
1                                            ",95,10.4,0.87,"
0                                            "
"
2                                            ",350,5.5,33.24,"
0                                            "
"
2                                            ",140,7.2,0.00,"
0                                            "
